week_start_date,year,month,week_of_year,grade,demand_kg,production_kg,inventory_kg,colombo_auction_price_lkr,auction_price_lag1w,auction_price_lag4w,rainfall_index,usd_lkr_rate,festival_flag,global_commodity_shock,demand_rolling4w_avg,demand_rolling12w_avg
2024-12-23,2024,12,52,BOP,3533,4050,604,1461.42,1444.9,1570.8,6.7,319.69,0,-0.03,3977.0,4068.0
2021-01-04,2021,1,1,BOPF,4067,4254,93,1783.78,1775.43,1767.07,17.9,313.24,0,0.0199,,
2021-01-11,2021,1,2,BOPF,3432,3584,186,1622.48,1558.89,1536.28,32.3,305.15,0,-0.0423,4067.0,4067.0
2021-01-18,2021,1,3,BOPF,3369,3685,0,1653.04,1664.99,1754.74,35.1,314.3,0,-0.0029,3750.0,3750.0
2021-01-25,2021,1,4,BOPF,3617,4026,443,1592.95,1567.39,1582.67,0.0,311.59,0,-0.0094,3623.0,3623.0
2021-02-01,2021,2,5,BOPF,3813,3531,0,1748.49,1721.1,1725.97,31.1,310.25,0,-0.0425,3621.0,3621.0
2021-02-08,2021,2,6,BOPF,3105,3090,53,1767.67,1741.02,1704.78,36.4,325.41,0,0.0165,3558.0,3660.0
2021-02-15,2021,2,7,BOPF,2796,2638,0,1731.65,1769.16,1804.64,6.9,318.72,0,0.0023,3476.0,3567.0
2021-02-22,2021,2,8,BOPF,3445,3308,33,1864.21,1887.85,1713.2,24.7,314.58,0,0.0087,3333.0,3457.0
2021-03-01,2021,3,9,BOPF,4995,4564,0,1689.56,1674.69,1698.4,16.3,326.79,1,-0.0101,3290.0,3456.0
2021-03-08,2021,3,10,BOPF,4436,4430,17,1821.54,1801.13,1875.99,47.2,322.45,1,0.0123,3585.0,3627.0
2021-03-15,2021,3,11,BOPF,3744,3671,9,1758.86,1793.16,1748.51,21.5,320.23,1,-0.0005,3918.0,3708.0
2021-03-22,2021,3,12,BOPF,3656,3661,104,1883.57,1884.04,1890.93,45.4,318.25,1,0.0161,4155.0,3711.0
2021-03-29,2021,3,13,BOPF,4129,4140,0,1801.75,1744.29,1758.55,55.3,319.95,1,-0.0685,4208.0,3706.0
2021-04-05,2021,4,14,BOPF,4592,5040,171,1746.07,1771.13,1851.0,32.3,310.45,1,-0.0703,3991.0,3711.0
2021-04-12,2021,4,15,BOPF,4274,4126,0,1865.89,1888.81,1922.43,53.2,320.07,1,-0.028,4030.0,3808.0
2021-04-19,2021,4,16,BOPF,5484,5023,0,1886.5,1834.33,1956.39,34.4,319.51,1,0.0216,4163.0,3884.0
2021-04-26,2021,4,17,BOPF,4274,4286,0,1825.91,1823.5,1737.46,36.4,323.34,1,0.0104,4620.0,4039.0
2021-05-03,2021,5,18,BOPF,3841,3409,0,2250.34,2231.97,2066.88,78.1,318.07,0,0.083,4656.0,4078.0
2021-05-10,2021,5,19,BOPF,4917,4644,0,2014.23,1996.33,2044.63,57.3,317.78,0,0.0415,4468.0,4139.0
2021-05-17,2021,5,20,BOPF,4460,4189,0,1904.23,1962.48,1892.19,65.8,323.91,0,-0.005,4629.0,4316.0
2021-05-24,2021,5,21,BOPF,4483,4887,0,1918.14,1890.79,1926.31,56.8,317.47,0,-0.0229,4373.0,4400.0
2021-05-31,2021,5,22,BOPF,4367,4230,72,2086.06,2033.86,2163.16,73.9,315.18,0,0.0246,4425.0,4358.0
2021-06-07,2021,6,23,BOPF,5045,4529,0,2013.88,2021.77,1935.07,81.2,313.05,0,0.0007,4557.0,4352.0
2021-06-14,2021,6,24,BOPF,4338,4328,344,2224.0,2219.73,2326.24,67.3,315.31,0,0.028,4589.0,4460.0
2021-06-21,2021,6,25,BOPF,4755,4763,195,2089.18,2087.53,2146.13,56.8,308.19,0,0.0109,4558.0,4517.0
2021-06-28,2021,6,26,BOPF,4225,3970,0,2174.13,2161.88,2057.21,99.7,309.84,0,0.0581,4626.0,4569.0
2021-07-05,2021,7,27,BOPF,4722,4612,0,1926.25,1985.87,2064.62,89.5,312.31,0,-0.0221,4591.0,4539.0
2021-07-12,2021,7,28,BOPF,4938,5295,193,2177.52,2205.77,2162.96,96.0,315.99,0,0.0203,4510.0,4576.0
2021-07-19,2021,7,29,BOPF,4564,5079,225,2100.77,2166.55,2095.24,57.2,306.21,0,0.0478,4660.0,4530.0
2021-07-26,2021,7,30,BOPF,5221,5192,259,2118.95,2175.28,2135.61,88.5,310.14,0,0.0183,4612.0,4555.0
2021-08-02,2021,8,31,BOPF,5789,6011,107,1892.98,1855.06,1871.7,45.4,305.62,0,0.0083,4861.0,4670.0
2021-08-09,2021,8,32,BOPF,4163,4098,0,2177.14,2182.37,2230.57,100.0,308.05,0,0.0857,5128.0,4742.0
2021-08-16,2021,8,33,BOPF,5411,4846,0,1982.15,2012.74,1756.3,93.6,307.69,0,-0.001,4934.0,4718.0
2021-08-23,2021,8,34,BOPF,4750,4772,0,1995.93,1998.0,2054.42,74.9,303.98,0,-0.0079,5146.0,4795.0
2021-08-30,2021,8,35,BOPF,4881,4977,160,1923.99,1935.64,1865.94,58.8,311.64,0,0.0255,5028.0,4827.0
2021-09-06,2021,9,36,BOPF,5702,5226,0,1987.87,1974.96,1789.13,54.7,314.16,0,0.0404,4801.0,4813.0
2021-09-13,2021,9,37,BOPF,3787,3887,96,1817.54,1795.68,1840.79,50.5,302.98,0,0.022,5186.0,4927.0
2021-09-20,2021,9,38,BOPF,4455,4712,699,1907.98,1903.03,1911.32,74.5,304.21,0,0.0124,4780.0,4846.0
2021-09-27,2021,9,39,BOPF,4824,4845,128,1958.29,1930.68,1953.92,46.9,310.34,0,0.0491,4706.0,4865.0
2021-10-04,2021,10,40,BOPF,4465,4486,1,1804.54,1894.51,1804.1,33.4,291.19,0,0.0203,4692.0,4874.0
2021-10-11,2021,10,41,BOPF,3645,3613,0,1821.89,1824.24,1677.93,57.9,301.72,0,0.0023,4383.0,4834.0
2021-10-18,2021,10,42,BOPF,4137,4133,111,1785.86,1799.85,1680.21,41.4,289.39,0,0.0304,4347.0,4758.0
2021-10-25,2021,10,43,BOPF,5105,5146,0,1873.85,1891.09,1823.05,73.4,302.91,0,0.0521,4268.0,4667.0
2021-11-01,2021,11,44,BOPF,2804,3149,124,1726.34,1697.36,1654.19,43.1,308.66,0,0.0203,4338.0,4610.0
2021-11-08,2021,11,45,BOPF,4462,4642,152,1686.37,1711.78,1712.08,74.0,306.8,0,0.0096,3923.0,4497.0
2021-11-15,2021,11,46,BOPF,5049,4878,0,1639.06,1680.45,1602.88,13.7,295.96,0,0.0373,4127.0,4418.0
2021-11-22,2021,11,47,BOPF,3656,3894,614,1702.05,1694.34,1636.73,62.8,311.77,0,-0.041,4355.0,4443.0
2021-11-29,2021,11,48,BOPF,3410,3715,250,1642.07,1654.13,1702.08,21.8,302.53,0,-0.0081,3993.0,4341.0
2021-12-06,2021,12,49,BOPF,2955,2437,0,1684.53,1656.65,1690.33,34.4,308.63,0,0.0172,4144.0,4150.0
2021-12-13,2021,12,50,BOPF,3284,3653,585,1592.76,1546.94,1651.32,17.6,314.65,0,-0.0301,3768.0,4081.0
2021-12-20,2021,12,51,BOPF,3602,3886,82,1686.27,1697.69,1666.34,28.9,311.08,0,0.0232,3326.0,3983.0
2021-12-27,2021,12,52,BOPF,3493,3615,27,1619.43,1625.95,1637.78,6.3,317.28,0,0.013,3313.0,3881.0
2022-01-03,2022,1,1,BOPF,3937,4082,0,1722.17,1739.84,1704.29,22.9,316.15,0,0.0133,3334.0,3800.0
2022-01-10,2022,1,2,BOPF,4282,4246,154,1717.12,1654.25,1752.23,0.0,317.24,0,0.04,3579.0,3824.0
2022-01-17,2022,1,3,BOPF,3861,4171,0,1540.03,1530.51,1493.7,31.4,315.51,0,-0.0602,3828.0,3837.0
2022-01-24,2022,1,4,BOPF,3666,3616,0,1598.21,1566.66,1589.82,0.0,312.7,0,-0.0356,3893.0,3733.0
2022-01-31,2022,1,5,BOPF,3917,3759,120,1903.91,1858.46,1973.91,26.4,314.22,0,0.0388,3936.0,3805.0
2022-02-07,2022,2,6,BOPF,3788,3680,0,1866.12,1876.58,1805.69,5.5,315.57,0,0.0646,3932.0,3759.0
2022-02-14,2022,2,7,BOPF,2760,2883,0,1591.5,1586.15,1561.45,15.9,315.59,0,-0.072,3808.0,3654.0
2022-02-21,2022,2,8,BOPF,3397,3275,152,1708.37,1751.49,1646.48,40.9,320.18,0,-0.0012,3533.0,3580.0
2022-02-28,2022,2,9,BOPF,4090,4216,0,1715.58,1748.28,1750.79,3.3,318.1,0,-0.0389,3466.0,3578.0
2022-03-07,2022,3,10,BOPF,3712,3725,68,1813.87,1741.18,1859.97,47.4,320.94,1,-0.0376,3509.0,3673.0
2022-03-14,2022,3,11,BOPF,3957,3884,0,1885.54,1916.66,1820.14,34.9,320.81,1,0.0,3490.0,3709.0
2022-03-21,2022,3,12,BOPF,3810,3693,0,1760.08,1679.25,1721.32,35.0,325.87,1,-0.018,3789.0,3738.0
2022-03-28,2022,3,13,BOPF,3074,3038,446,1822.05,1813.72,1749.58,20.0,326.83,1,0.0016,3892.0,3765.0
2022-04-04,2022,4,14,BOPF,5501,5507,52,2043.62,1976.46,2029.24,26.0,319.11,1,0.0596,3638.0,3693.0
2022-04-11,2022,4,15,BOPF,3462,3780,33,2115.72,2108.09,2231.9,50.1,322.28,1,0.0809,4086.0,3794.0
2022-04-18,2022,4,16,BOPF,4635,5218,533,2026.15,2036.92,1990.76,63.2,320.8,1,0.0242,3962.0,3761.0
2022-04-25,2022,4,17,BOPF,4578,4993,124,2031.92,2024.23,2106.83,51.6,318.26,1,0.0647,4168.0,3842.0
2022-05-02,2022,5,18,BOPF,4427,4303,0,1898.93,1873.2,1989.63,75.0,324.62,0,-0.046,4544.0,3897.0
2022-05-09,2022,5,19,BOPF,5181,4989,0,2121.42,2149.67,2157.19,91.9,322.88,0,-0.0128,4276.0,3950.0
2022-05-16,2022,5,20,BOPF,4721,5021,423,1937.08,1903.65,1990.81,32.7,326.52,0,-0.021,4705.0,4152.0
2022-05-23,2022,5,21,BOPF,4970,4955,0,2015.66,1976.81,1938.49,45.1,318.16,0,-0.0144,4727.0,4262.0
2022-05-30,2022,5,22,BOPF,5072,5239,235,1937.81,1902.25,2016.69,77.3,327.02,0,-0.0459,4825.0,4336.0
2022-06-06,2022,6,23,BOPF,4693,4498,0,2043.73,2055.76,2024.57,86.3,315.83,0,-0.0517,4986.0,4449.0
2022-06-13,2022,6,24,BOPF,6041,6763,568,2079.32,2108.14,2028.93,72.5,324.56,0,0.0289,4864.0,4510.0
2022-06-20,2022,6,25,BOPF,5098,5198,117,1997.95,2019.88,1977.57,56.1,318.6,0,-0.054,5194.0,4696.0
2022-06-27,2022,6,26,BOPF,4711,4999,705,2144.04,2162.61,2025.89,72.7,313.51,0,-0.0503,5226.0,4865.0
2022-07-04,2022,7,27,BOPF,5253,5375,111,2319.64,2332.66,2482.81,63.3,321.22,0,0.1048,5136.0,4799.0
2022-07-11,2022,7,28,BOPF,5302,5492,323,1989.46,1944.19,1973.43,93.5,319.12,0,-0.0882,5276.0,4948.0
2022-07-18,2022,7,29,BOPF,4854,4444,0,2189.08,2141.37,2120.36,76.7,307.37,0,0.0724,5091.0,5004.0
2022-07-25,2022,7,30,BOPF,4968,5170,141,2044.77,1980.78,2052.57,64.9,300.69,0,-0.0216,5030.0,5027.0
2022-08-01,2022,8,31,BOPF,5229,4789,0,2132.33,2097.43,2263.03,76.3,307.7,0,0.0058,5094.0,5072.0
2022-08-08,2022,8,32,BOPF,4861,4931,0,2110.66,2134.22,1897.1,82.2,310.79,0,0.0342,5088.0,5076.0
2022-08-15,2022,8,33,BOPF,5057,5202,319,1957.2,1947.17,1938.29,52.8,305.11,0,-0.0071,4978.0,5088.0
2022-08-22,2022,8,34,BOPF,4747,5242,430,1945.87,1924.48,1936.78,74.8,302.6,0,-0.071,5029.0,5095.0
2022-08-29,2022,8,35,BOPF,5104,4767,0,2109.1,2171.4,2010.58,73.6,307.55,0,0.0888,4974.0,5068.0
2022-09-05,2022,9,36,BOPF,4415,4492,39,1907.59,1872.88,1836.13,33.7,302.57,0,0.0183,4942.0,5102.0
2022-09-12,2022,9,37,BOPF,4594,4692,0,1775.3,1759.32,1864.57,76.3,302.97,0,-0.0607,4831.0,4967.0
2022-09-19,2022,9,38,BOPF,4652,4742,0,1926.69,1908.71,1976.05,40.4,302.78,0,-0.0092,4715.0,4925.0
2022-09-26,2022,9,39,BOPF,5386,5112,0,1899.97,1934.6,1908.01,64.0,297.73,0,-0.0765,4691.0,4920.0
2022-10-03,2022,10,40,BOPF,3919,3896,242,2016.85,1954.44,2104.2,58.3,297.87,0,0.0755,4762.0,4931.0
2022-10-10,2022,10,41,BOPF,4053,4107,196,1796.23,1818.15,1807.51,52.6,299.86,0,-0.0137,4638.0,4816.0
2022-10-17,2022,10,42,BOPF,5372,5621,359,1857.36,1917.98,1802.9,31.0,313.45,0,0.0277,4502.0,4749.0
2022-10-24,2022,10,43,BOPF,4443,3944,0,2006.26,1954.37,2052.19,66.1,301.7,0,0.066,4682.0,4782.0
2022-10-31,2022,10,44,BOPF,3169,3150,0,1917.31,1907.05,1982.25,64.3,300.79,0,0.0177,4447.0,4717.0
2022-11-07,2022,11,45,BOPF,3412,3257,0,1760.42,1714.05,1815.07,28.8,301.84,0,-0.0039,4259.0,4576.0
2022-11-14,2022,11,46,BOPF,4493,4735,332,1729.24,1705.83,1675.8,38.3,313.76,0,0.017,4099.0,4439.0
2022-11-21,2022,11,47,BOPF,4183,4902,385,1580.98,1586.82,1640.29,37.8,313.31,0,-0.0512,3879.0,4418.0
2022-11-28,2022,11,48,BOPF,4443,4198,26,1710.38,1680.52,1770.68,38.5,312.5,0,-0.0151,3814.0,4341.0
2022-12-05,2022,12,49,BOPF,4041,4128,439,1643.91,1680.1,1713.7,10.0,311.44,0,0.0135,4133.0,4343.0
2022-12-12,2022,12,50,BOPF,4589,4783,145,1709.24,1704.15,1743.62,45.0,304.79,0,0.023,4290.0,4297.0
2022-12-19,2022,12,51,BOPF,4523,5013,153,1676.04,1673.44,1595.91,26.7,314.71,0,-0.021,4314.0,4292.0
2022-12-26,2022,12,52,BOPF,2458,2558,125,1697.95,1694.59,1727.56,31.4,316.79,0,-0.0162,4399.0,4220.0
2023-01-02,2023,1,1,BOPF,3064,3117,82,1856.7,1878.01,1761.91,18.5,326.56,0,0.0209,3903.0,4098.0
2023-01-09,2023,1,2,BOPF,3812,3823,0,1622.6,1615.5,1616.67,13.8,317.12,0,-0.0535,3658.0,4016.0
2023-01-16,2023,1,3,BOPF,3581,3286,0,1704.55,1706.09,1708.04,14.6,323.6,0,-0.0073,3464.0,3886.0
2023-01-23,2023,1,4,BOPF,3059,3050,0,2032.28,2097.09,2087.47,18.4,312.7,0,0.0743,3229.0,3814.0
2023-01-30,2023,1,5,BOPF,3512,3788,340,1906.21,1914.76,1975.14,20.8,321.19,0,0.0383,3379.0,3805.0
2023-02-06,2023,2,6,BOPF,3820,3999,20,1872.03,1845.11,2025.52,29.1,319.99,0,0.0403,3491.0,3813.0
2023-02-13,2023,2,7,BOPF,3623,3703,55,1903.52,1919.57,1923.84,14.5,320.95,0,0.0239,3493.0,3757.0
2023-02-20,2023,2,8,BOPF,3925,4167,416,1934.23,1957.07,1923.23,41.9,316.75,0,0.0125,3504.0,3710.0
2023-02-27,2023,2,9,BOPF,3480,3305,0,1783.44,1821.43,1887.07,29.0,328.5,0,-0.0229,3720.0,3667.0
2023-03-06,2023,3,10,BOPF,4649,4521,0,1656.4,1661.21,1708.95,47.9,320.36,1,-0.0926,3712.0,3620.0
2023-03-13,2023,3,11,BOPF,4934,4770,36,1893.07,1856.14,1991.78,47.3,326.18,1,-0.0325,3919.0,3626.0
2023-03-20,2023,3,12,BOPF,3769,3493,0,1842.77,1805.33,1740.42,32.5,326.52,1,-0.013,4247.0,3660.0
2023-03-27,2023,3,13,BOPF,3960,3865,152,2007.36,2048.96,1893.1,42.2,324.71,1,0.0473,4208.0,3769.0
2023-04-03,2023,4,14,BOPF,5894,5943,248,1955.44,1926.95,1980.43,49.9,324.77,1,-0.0316,4328.0,3844.0
2023-04-10,2023,4,15,BOPF,4688,4651,296,2079.87,2097.73,2111.45,65.0,332.79,1,-0.0157,4639.0,4017.0
2023-04-17,2023,4,16,BOPF,5336,5355,96,2080.53,2144.11,2154.39,32.3,326.52,1,0.0185,4578.0,4109.0
2023-04-24,2023,4,17,BOPF,5087,4510,0,2082.89,2057.55,2113.14,78.4,325.6,1,-0.0293,4970.0,4299.0
2023-05-01,2023,5,18,BOPF,5308,5032,0,2002.21,1989.38,2133.83,34.0,325.05,0,0.03,5251.0,4430.0
2023-05-08,2023,5,19,BOPF,4485,3721,0,2104.55,2140.84,1985.33,61.1,332.32,0,-0.0312,5105.0,4554.0
2023-05-15,2023,5,20,BOPF,4723,4776,112,2073.8,2087.01,1991.54,76.2,325.03,0,-0.0095,5054.0,4626.0
2023-05-22,2023,5,21,BOPF,5035,5056,0,2063.18,2087.75,2014.5,68.3,329.0,0,-0.0045,4901.0,4693.0
2023-05-29,2023,5,22,BOPF,5199,5532,587,1971.19,2036.48,1952.03,51.8,330.92,0,-0.0438,4888.0,4822.0
2023-06-05,2023,6,23,BOPF,5097,5339,182,2148.56,2137.02,1990.74,77.2,321.01,0,-0.026,4860.0,4868.0
2023-06-12,2023,6,24,BOPF,4424,3625,0,2086.85,2066.15,2178.45,95.2,307.76,0,0.0105,5014.0,4882.0
2023-06-19,2023,6,25,BOPF,4593,4966,250,2101.08,2112.7,2101.8,83.8,328.14,0,-0.0549,4939.0,4936.0
2023-06-26,2023,6,26,BOPF,4957,4939,80,2336.56,2323.16,2407.55,74.6,313.22,0,0.057,4828.0,4989.0
2023-07-03,2023,7,27,BOPF,4777,4813,0,2170.67,2223.05,2038.07,73.5,309.08,0,0.0203,4768.0,4911.0
2023-07-10,2023,7,28,BOPF,5354,5572,0,2013.77,2050.04,2150.66,68.6,320.53,0,-0.0431,4688.0,4918.0
2023-07-17,2023,7,29,BOPF,5537,5934,277,2203.99,2217.54,2131.29,75.1,317.16,0,0.0091,4920.0,4920.0
2023-07-24,2023,7,30,BOPF,4640,4389,0,2235.83,2212.01,2310.92,87.7,317.2,0,0.0234,5156.0,4957.0
2023-07-31,2023,7,31,BOPF,5352,5196,0,2215.35,2230.87,2140.53,94.2,307.55,0,0.0502,5077.0,4902.0
2023-08-07,2023,8,32,BOPF,6308,6627,551,1987.72,2014.04,2082.22,58.6,304.4,0,0.0115,5221.0,4974.0
2023-08-14,2023,8,33,BOPF,5756,6335,417,2103.21,2078.42,2064.63,76.0,312.15,0,0.0352,5459.0,5106.0
2023-08-21,2023,8,34,BOPF,5652,5633,0,2258.69,2310.38,2133.3,83.4,319.74,0,0.043,5514.0,5166.0
2023-08-28,2023,8,35,BOPF,4659,5139,300,2096.51,2073.97,2151.47,71.5,303.64,0,-0.0032,5767.0,5204.0
2023-09-04,2023,9,36,BOPF,3771,3769,29,2012.88,2020.78,2056.82,58.1,302.7,0,0.0368,5594.0,5167.0
2023-09-11,2023,9,37,BOPF,4551,4350,18,2051.01,2065.62,2154.51,90.9,303.21,0,-0.0181,4960.0,5113.0
2023-09-18,2023,9,38,BOPF,4620,5030,353,2041.46,2003.04,2061.55,75.6,318.12,0,0.0249,4658.0,5110.0
2023-09-25,2023,9,39,BOPF,5532,5706,135,1871.61,1868.51,1889.81,50.7,299.95,0,-0.0318,4400.0,5081.0
2023-10-02,2023,10,40,BOPF,2888,2924,0,1922.5,1910.83,1916.28,65.1,309.74,0,0.0045,4618.0,5144.0
2023-10-09,2023,10,41,BOPF,4224,4406,0,1869.44,1813.46,1965.23,43.9,304.6,0,-0.0094,4398.0,4939.0
2023-10-16,2023,10,42,BOPF,4454,4423,21,1757.12,1751.14,1738.45,61.0,304.29,0,-0.0122,4316.0,4829.0
2023-10-23,2023,10,43,BOPF,4537,4602,81,1912.75,1880.4,1911.67,45.8,307.16,0,0.0251,4274.0,4814.0
2023-10-30,2023,10,44,BOPF,4895,4933,9,2167.64,2269.24,2243.14,58.0,309.24,0,0.102,4026.0,4746.0
2023-11-06,2023,11,45,BOPF,3617,3352,0,1926.07,1934.83,1975.07,27.9,305.31,0,0.0253,4528.0,4628.0
2023-11-13,2023,11,46,BOPF,4930,5062,31,1903.88,1915.5,1948.61,55.3,316.43,0,-0.015,4376.0,4450.0
2023-11-20,2023,11,47,BOPF,4053,4310,246,1908.47,1920.95,1802.41,53.8,314.82,0,0.0096,4495.0,4390.0
2023-11-27,2023,11,48,BOPF,5579,4876,0,1787.79,1790.27,1801.56,43.5,320.05,0,-0.0059,4374.0,4339.0
2023-12-04,2023,12,49,BOPF,3881,3508,82,1671.57,1669.63,1622.42,54.7,313.73,0,-0.0842,4545.0,4490.0
2023-12-11,2023,12,50,BOPF,3315,3456,144,1780.07,1770.41,1693.45,35.0,315.86,0,-0.0075,4611.0,4434.0
2023-12-18,2023,12,51,BOPF,3931,3762,0,1865.11,1864.48,1902.79,8.0,320.09,0,0.0034,4207.0,4325.0
2023-12-25,2023,12,52,BOPF,3688,3630,0,1750.04,1778.63,1653.4,49.1,313.6,0,0.0208,4176.0,4192.0
2024-01-01,2024,1,1,BOPF,3535,3532,24,1834.81,1853.82,1795.97,24.9,329.18,0,0.0299,3704.0,4259.0
2024-01-08,2024,1,2,BOPF,4054,3830,122,1837.17,1765.33,1810.06,17.0,320.89,0,-0.0179,3617.0,4201.0
2024-01-15,2024,1,3,BOPF,4932,4935,0,1829.95,1811.14,1742.19,27.6,321.75,0,0.0144,3802.0,4168.0
2024-01-22,2024,1,4,BOPF,3293,3131,0,1656.92,1639.07,1625.98,32.3,323.62,0,-0.0624,4052.0,4201.0
2024-01-29,2024,1,5,BOPF,3348,3621,151,1820.79,1879.74,1851.08,29.9,327.78,0,-0.0256,3954.0,4067.0
2024-02-05,2024,2,6,BOPF,4427,4486,0,1787.44,1779.56,1773.59,14.2,322.43,0,0.0075,3907.0,4045.0
2024-02-12,2024,2,7,BOPF,4132,4420,180,1814.91,1837.19,1842.17,0.0,314.74,0,-0.011,4000.0,4003.0
2024-02-19,2024,2,8,BOPF,4164,4501,34,1765.8,1825.29,1825.29,15.2,322.54,0,-0.0223,3800.0,4010.0
2024-02-26,2024,2,9,BOPF,3746,3480,0,1887.31,1872.87,1738.14,37.2,322.88,0,-0.0306,4018.0,3892.0
2024-03-04,2024,3,10,BOPF,4929,5433,282,1946.88,1892.1,1912.47,14.8,335.95,1,-0.0089,4117.0,3880.0
2024-03-11,2024,3,11,BOPF,3525,3682,183,2007.85,2011.17,2010.8,51.5,337.45,1,-0.0193,4243.0,4015.0
2024-03-18,2024,3,12,BOPF,5004,4631,0,2136.62,2071.71,2179.74,44.6,329.35,1,0.0291,4091.0,3981.0
2024-03-25,2024,3,13,BOPF,4371,4477,71,1934.61,1915.58,2037.38,9.9,338.51,1,-0.0146,4301.0,4091.0
2024-04-01,2024,4,14,BOPF,5333,5706,228,2186.94,2231.69,2330.71,29.8,328.53,1,0.0077,4457.0,4160.0
2024-04-08,2024,4,15,BOPF,5056,4957,0,2209.43,2186.85,1983.75,76.5,333.62,1,0.0264,4558.0,4267.0
2024-04-15,2024,4,16,BOPF,5550,5491,0,2193.04,2261.82,2320.04,61.4,319.54,1,0.0544,4941.0,4277.0
2024-04-22,2024,4,17,BOPF,4632,4645,0,2122.17,2081.8,2093.15,70.2,329.75,1,0.0072,5078.0,4465.0
2024-04-29,2024,4,18,BOPF,4740,4868,75,2304.77,2323.12,2341.15,51.3,322.32,1,0.0759,5143.0,4572.0
2024-05-06,2024,5,19,BOPF,5174,4870,0,2165.95,2149.32,2183.48,43.0,318.08,0,0.0008,4994.0,4598.0
2024-05-13,2024,5,20,BOPF,4922,5057,554,2096.81,2126.08,1993.43,71.8,324.46,0,-0.0521,5024.0,4685.0
2024-05-20,2024,5,21,BOPF,3713,3865,0,2484.73,2495.61,2401.06,61.5,330.95,0,0.1081,4867.0,4748.0
2024-05-27,2024,5,22,BOPF,4665,4407,0,2088.38,2065.61,2332.91,42.6,313.91,0,-0.0479,4637.0,4746.0
2024-06-03,2024,6,23,BOPF,4086,4427,475,2326.13,2288.1,2356.02,61.3,315.46,0,0.0508,4618.0,4724.0
2024-06-10,2024,6,24,BOPF,5853,5770,0,2075.36,2071.76,2179.76,100.0,317.99,0,-0.116,4346.0,4770.0
2024-06-17,2024,6,25,BOPF,5350,5724,40,2053.57,2073.81,2122.04,87.6,321.4,0,-0.0528,4579.0,4841.0
2024-06-24,2024,6,26,BOPF,5817,5468,0,2170.03,2197.07,2190.85,82.7,317.06,0,-0.0861,4988.0,4923.0
2024-07-01,2024,7,27,BOPF,5928,6317,484,2092.2,2089.74,2129.57,56.2,324.8,0,-0.0128,5276.0,4963.0
2024-07-08,2024,7,28,BOPF,5304,5304,306,2444.7,2427.29,2455.41,94.3,324.04,0,0.0327,5737.0,5036.0
2024-07-15,2024,7,29,BOPF,5007,5408,710,2198.69,2142.48,2119.94,86.8,325.34,0,0.0074,5600.0,5015.0
2024-07-22,2024,7,30,BOPF,4780,4917,0,2375.08,2340.56,2473.97,100.0,311.4,0,0.0425,5514.0,5047.0
2024-07-29,2024,7,31,BOPF,5911,5832,0,2246.37,2245.63,2307.77,94.3,312.23,0,0.0018,5255.0,5050.0
2024-08-05,2024,8,32,BOPF,4802,5260,633,2169.11,2157.69,2155.49,70.3,307.07,0,0.0053,5250.0,5111.0
2024-08-12,2024,8,33,BOPF,6088,6133,0,2111.49,2108.82,2055.77,99.7,310.77,0,-0.0465,5125.0,5101.0
2024-08-19,2024,8,34,BOPF,6082,5861,0,2117.82,2078.04,2230.7,64.6,313.77,0,0.0021,5395.0,5299.0
2024-08-26,2024,8,35,BOPF,6078,6011,0,2077.31,2060.55,2084.33,87.1,310.81,0,-0.0145,5721.0,5417.0
2024-09-02,2024,9,36,BOPF,5308,5249,183,2029.77,2064.56,2024.21,35.8,315.59,0,0.0451,5762.0,5583.0
2024-09-09,2024,9,37,BOPF,5127,5076,0,2086.29,2047.66,2076.8,58.3,310.94,0,0.0276,5889.0,5538.0
2024-09-16,2024,9,38,BOPF,5805,5929,136,2072.18,2125.0,2057.95,61.1,309.0,0,-0.0171,5649.0,5519.0
2024-09-23,2024,9,39,BOPF,4960,5014,141,2113.38,2109.9,2139.29,72.6,312.38,0,-0.0146,5580.0,5518.0
2024-09-30,2024,9,40,BOPF,5177,4747,0,2010.31,2031.53,1857.55,44.8,308.34,0,-0.013,5300.0,5438.0
2024-10-07,2024,10,41,BOPF,3812,3952,347,1939.54,1944.56,1754.84,40.0,310.06,0,0.0212,5267.0,5427.0
2024-10-14,2024,10,42,BOPF,5045,4674,0,1915.94,1906.05,2013.16,56.6,303.29,0,-0.0484,4938.0,5328.0
2024-10-21,2024,10,43,BOPF,4928,4137,0,1947.45,1927.33,1867.74,62.3,305.8,0,-0.0274,4748.0,5350.0
2024-10-28,2024,10,44,BOPF,4648,4692,275,1918.8,1868.11,2083.28,53.3,317.54,0,-0.0077,4740.0,5268.0
2024-11-04,2024,11,45,BOPF,4066,4111,0,1769.82,1767.71,1649.35,35.9,316.33,0,-0.0516,4608.0,5255.0
2024-11-11,2024,11,46,BOPF,4425,4133,67,1785.18,1738.33,1756.82,23.6,310.6,0,-0.0305,4672.0,5086.0
2024-11-18,2024,11,47,BOPF,4699,4734,222,1781.44,1790.02,1734.0,31.8,315.4,0,-0.0501,4517.0,4948.0
2024-11-25,2024,11,48,BOPF,3922,3824,0,1681.84,1634.76,1665.06,52.9,313.74,0,-0.033,4460.0,4833.0
2024-12-02,2024,12,49,BOPF,5738,5384,0,1824.92,1854.55,1849.15,13.8,318.63,0,0.0059,4278.0,4718.0
